cell_id,n_fe,fv_mean,fv_wt_mean_vuln,fv_wt_sd_vuln
1100754,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1101836,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1103960,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1108217,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1110350,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1114606,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1103961,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1108218,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1100755,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1101837,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1103962,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1108219,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1110351,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1114607,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1103963,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1108220,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1100756,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1101838,49,0.41599954878571427,0.07274601561315445,0.10993496412460585
1103964,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1108221,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1110352,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1114608,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1103965,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1108222,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1100757,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1101839,49,0.41599954878571427,0.07274601561315445,0.10993496412460585
1103966,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1108223,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1110353,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1114609,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1103967,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1108224,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1100758,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1101840,49,0.41599954878571427,0.07274601561315445,0.10993496412460585
1103968,49,0.41599954878571427,0.07274601561315445,0.10993496412460585
1108225,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1110354,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1114610,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1103969,49,0.41599954878571427,0.07274601561315445,0.10993496412460585
1108226,49,0.41599954878571427,0.07274601561315445,0.10993496412460585
1100759,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1101841,49,0.41599954878571427,0.07274601561315445,0.10993496412460585
1103970,49,0.41599954878571427,0.07274601561315445,0.10993496412460585
1108227,49,0.41599954878571427,0.07274601561315445,0.10993496412460585
1110355,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1115670,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1103971,49,0.41599954878571427,0.07274601561315445,0.10993496412460585
1108228,49,0.41599954878571427,0.07274601561315445,0.10993496412460585
1100760,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1101842,49,0.41599954878571427,0.07274601561315445,0.10993496412460585
1103972,49,0.41599954878571427,0.07274601561315445,0.10993496412460585
1108229,49,0.41599954878571427,0.07274601561315445,0.10993496412460585
1110356,49,0.41599954878571427,0.07274601561315445,0.10993496412460585
1115671,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1103973,49,0.41599954878571427,0.07274601561315445,0.10993496412460585
1108230,49,0.41599954878571427,0.07274601561315445,0.10993496412460585
1100761,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1101843,49,0.41599954878571427,0.07274601561315445,0.10993496412460585
1103974,49,0.41599954878571427,0.07274601561315445,0.10993496412460585
1108231,49,0.41599954878571427,0.07274601561315445,0.10993496412460585
1110357,49,0.41599954878571427,0.07274601561315445,0.10993496412460585
1115672,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1103975,49,0.41599954878571427,0.07274601561315445,0.10993496412460585
1108232,49,0.41599954878571427,0.07274601561315445,0.10993496412460585
1100762,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1101844,49,0.41599954878571427,0.07274601561315445,0.10993496412460585
1103976,49,0.41599954878571427,0.07274601561315445,0.10993496412460585
1108233,49,0.41599954878571427,0.07274601561315445,0.10993496412460585
1110358,49,0.41599954878571427,0.07274601561315445,0.10993496412460585
1115673,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1103977,49,0.41599954878571427,0.07274601561315445,0.10993496412460585
1109277,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1100763,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1101845,49,0.41599954878571427,0.07274601561315445,0.10993496412460585
1103978,49,0.41599954878571427,0.07274601561315445,0.10993496412460585
1109278,49,0.42620363041836734,0.071004345132689,0.10914062717988873
1110359,49,0.41599954878571427,0.07274601561315445,0.10993496412460585
1100787,49,0.4013237077530612,0.07543841297980705,0.1108609398878521
1105015,49,0.42620363041836734,0.071004345132689,0.10914062717988873
