cell_id,n_fe,fv_mean,fv_wt_mean_vuln,fv_wt_sd_vuln
900521,51,0.43914750979803924,0.5358124864613756,0.3167694482194922
996471,51,0.43325936561372547,0.537062161290729,0.31578761736264865
909349,50,0.412542133482,0.5192139831512002,0.3384665143934487
982595,54,0.4207588699222222,0.48913565158447336,0.33818735576303227
927376,52,0.45031072550384615,0.5449304971548923,0.3234375564436129
972163,50,0.42254186634,0.5439745665376774,0.32836426592948104
968712,51,0.42805107902941175,0.5517231561572761,0.3084013017666187
939003,52,0.40989631874615384,0.48768303762536036,0.33728499701966647
952996,50,0.42066686634,0.5455717643559197,0.32822223527441274
943148,50,0.422237095842,0.5431989593670733,0.31486956911073904
905987,56,0.4535830872553571,0.4667114272288164,0.3459667734893339
990154,50,0.439732780494,0.5500336501223828,0.3225437579550595
922194,53,0.4278109929754717,0.5000008858897492,0.33891208343228013
903772,50,0.432871875782,0.5304174180116616,0.3215795561890209
975225,51,0.4516375298960784,0.5555933775069715,0.3159017872599893
944488,50,0.422542133482,0.5254505292917324,0.33674613921300683
961364,51,0.42835740482941176,0.5341312459101606,0.3164209754034639
918903,50,0.432073230818,0.532330561276763,0.3347499506253449
960494,50,0.411603202894,0.532571673069381,0.32885458977243043
947488,54,0.4207588699222222,0.48913565158447336,0.33818735576303227
933743,54,0.4630045715592593,0.5183410080609112,0.33272336245717643
989150,50,0.42097936634,0.5457610330061635,0.32817144434887696
984658,50,0.422237095842,0.5431989593670733,0.31486956911073904
903886,53,0.42103035046792453,0.500905375615953,0.33514951552867284
971050,50,0.430982131994,0.5483987322213336,0.3246266429247411
910562,61,0.4688962248491803,0.5430168664225364,0.2670432690668518
905964,49,0.40151734256530613,0.5137044943264477,0.33278777475575466
955049,50,0.439732780494,0.5500336501223828,0.3225437579550595
933884,50,0.420354652702,0.5210944214168217,0.33526687878104755
901588,51,0.43914750979803924,0.5358124864613756,0.3167694482194922
997517,51,0.43325936561372547,0.537062161290729,0.31578761736264865
909369,50,0.407542133482,0.5159809388899055,0.3393091154441369
983641,54,0.43001812918148147,0.49579296437033454,0.3374934316156333
927396,52,0.44790687935,0.5436192504929739,0.3238239596854434
972183,50,0.40254186634,0.5321124808191019,0.3321627415176062
968732,51,0.42805107902941175,0.5517231561572761,0.3084013017666187
939023,53,0.42103035046792453,0.500905375615953,0.33514951552867284
954043,50,0.42097936634,0.5457610330061635,0.32817144434887696
943168,50,0.422237095842,0.5431989593670733,0.31486956911073904
906007,57,0.46316934888245614,0.4786816958604804,0.34462107510997997
991200,50,0.440045280494,0.5500882657207314,0.32242951463552927
922214,53,0.42545250240943394,0.4984336017005476,0.339207070872724
903792,50,0.423496875782,0.5244907890978857,0.3226669117504638
976271,50,0.440670280494,0.5452844927522499,0.3193340546358081
945535,50,0.432854633482,0.5315925333160488,0.3349421692271808
962410,51,0.42835740482941176,0.5341312459101606,0.3164209754034639
918923,50,0.432073230818,0.532330561276763,0.3347499506253449
960514,50,0.412228202894,0.5328392772886217,0.3286845931439594
948534,54,0.4207588699222222,0.48913565158447336,0.33818735576303227
934790,54,0.4627152197074074,0.5181659310702639,0.33275495077385353
989170,50,0.42097936634,0.5457610330061635,0.32817144434887696
985727,50,0.422237095842,0.5431989593670733,0.31486956911073904
903906,53,0.4204407278264151,0.5004882917815052,0.33520153363459637
972096,50,0.430982131994,0.5483987322213336,0.3246266429247411
910582,61,0.4688962248491803,0.5430168664225364,0.2670432690668518
907010,49,0.40151734256530613,0.5137044943264477,0.33278777475575466
956095,50,0.439732780494,0.5500336501223828,0.3225437579550595
934930,50,0.417542152702,0.5193461509623887,0.3357369675744112
902656,51,0.43914750979803924,0.5358124864613756,0.3167694482194922
997537,51,0.43325936561372547,0.537062161290729,0.31578761736264865
910416,50,0.412542133482,0.5192139831512002,0.3384665143934487
983661,54,0.4207588699222222,0.48913565158447336,0.33818735576303227
928443,52,0.44790687935,0.5436192504929739,0.3238239596854434
973230,50,0.41254186634,0.5381875455327396,0.33027671557007143
969778,51,0.42805107902941175,0.5517231561572761,0.3084013017666187
940077,53,0.42103035046792453,0.500905375615953,0.33514951552867284
954063,50,0.42066686634,0.5455717643559197,0.32822223527441274
944214,50,0.422237095842,0.5431989593670733,0.31486956911073904
907054,56,0.4535830872553571,0.4667114272288164,0.3459667734893339
991220,50,0.439732780494,0.5500336501223828,0.3225437579550595
923261,53,0.4278109929754717,0.5000008858897492,0.33891208343228013
904838,50,0.432871875782,0.5304174180116616,0.3215795561890209
976291,51,0.4510247847980392,0.5552636261150427,0.3159934942816408
945555,50,0.422542133482,0.5254505292917324,0.33674613921300683
962430,51,0.42835740482941176,0.5341312459101606,0.3164209754034639
919970,50,0.432073230818,0.532330561276763,0.3347499506253449
961561,50,0.411915702894,0.5327710254104902,0.32880712492810943
948554,54,0.4207588699222222,0.48913565158447336,0.33818735576303227
935837,54,0.46416197896666667,0.5190096348946663,0.332571682493226
990217,50,0.42097936634,0.5457610330061635,0.32817144434887696
987849,50,0.422237095842,0.5431989593670733,0.31486956911073904
904953,53,0.42103035046792453,0.500905375615953,0.33514951552867284
972116,50,0.430982131994,0.5483987322213336,0.3246266429247411
911628,61,0.4688962248491803,0.5430168664225364,0.2670432690668518
907030,49,0.40151734256530613,0.5137044943264477,0.33278777475575466
956115,50,0.439732780494,0.5500336501223828,0.3225437579550595
934950,50,0.420354652702,0.5210944214168217,0.33526687878104755
903725,51,0.43914750979803924,0.5358124864613756,0.3167694482194922
998585,51,0.43325936561372547,0.537062161290729,0.31578761736264865
910436,50,0.407542133482,0.5159809388899055,0.3393091154441369
984707,54,0.43001812918148147,0.49579296437033454,0.3374934316156333
929489,52,0.45031072550384615,0.5449304971548923,0.3234375564436129
973250,50,0.40254186634,0.5321124808191019,0.3321627415176062
969798,51,0.42805107902941175,0.5517231561572761,0.3084013017666187
941150,53,0.42103035046792453,0.500905375615953,0.33514951552867284
955109,50,0.42097936634,0.5457610330061635,0.32817144434887696
944234,50,0.422237095842,0.5431989593670733,0.31486956911073904
908101,56,0.4580473729696429,0.46989330055162026,0.3457591117024666
992266,50,0.440045280494,0.5500882657207314,0.32242951463552927
923281,53,0.4242732571264151,0.4976434376067003,0.33935289282352155
904858,50,0.423496875782,0.5244907890978857,0.3226669117504638
977337,50,0.440670280494,0.5452844927522499,0.3193340546358081
946605,50,0.432542133482,0.5313982246010317,0.3349871830702969
963476,51,0.42835740482941176,0.5341312459101606,0.3164209754034639
921017,50,0.432073230818,0.532330561276763,0.3347499506253449
961581,50,0.412228202894,0.5328392772886217,0.3286845931439594
949600,54,0.4207588699222222,0.48913565158447336,0.33818735576303227
935857,54,0.4627152197074074,0.5181659310702639,0.33275495077385353
990237,50,0.42097936634,0.5457610330061635,0.32817144434887696
989976,50,0.422237095842,0.5431989593670733,0.31486956911073904
904973,53,0.41985110518490565,0.5001903719564775,0.33533401014794856
973162,50,0.430982131994,0.5483987322213336,0.3246266429247411
911648,61,0.4688962248491803,0.5430168664225364,0.2670432690668518
908076,49,0.40151734256530613,0.5137044943264477,0.33278777475575466
957161,50,0.439732780494,0.5500336501223828,0.3225437579550595
935996,50,0.417542152702,0.5193461509623887,0.3357369675744112
905846,51,0.43914750979803924,0.5358124864613756,0.3167694482194922
998605,51,0.43325936561372547,0.537062161290729,0.31578761736264865
911483,50,0.412542133482,0.5192139831512002,0.3384665143934487
984727,54,0.4207588699222222,0.48913565158447336,0.33818735576303227
929509,52,0.44790687935,0.5436192504929739,0.3238239596854434
974297,50,0.41254186634,0.5381875455327396,0.33027671557007143
970844,51,0.42805107902941175,0.5517231561572761,0.3084013017666187
900739,54,0.4627152197074074,0.5181659310702639,0.33275495077385353
955129,50,0.42066686634,0.5455717643559197,0.32822223527441274
945280,50,0.422237095842,0.5431989593670733,0.31486956911073904
908121,56,0.4535830872553571,0.4667114272288164,0.3459667734893339
992286,50,0.439732780494,0.5500336501223828,0.3225437579550595
924328,53,0.4278109929754717,0.5000008858897492,0.33891208343228013
905905,50,0.432871875782,0.5304174180116616,0.3215795561890209
977357,51,0.4510247847980392,0.5552636261150427,0.3159934942816408
900874,50,0.420042152702,0.5208903871304967,0.33531013844872537
963496,51,0.42835740482941176,0.5341312459101606,0.3164209754034639
921037,50,0.432073230818,0.532330561276763,0.3347499506253449
962629,50,0.412228202894,0.5328392772886217,0.3286845931439594
949620,54,0.4207588699222222,0.48913565158447336,0.33818735576303227
936904,54,0.46358327526296295,0.5186609712387799,0.3326352007931495
991284,50,0.42097936634,0.5457610330061635,0.32817144434887696
992107,50,0.422237095842,0.5431989593670733,0.31486956911073904
906020,53,0.42103035046792453,0.500905375615953,0.33514951552867284
973182,50,0.430982131994,0.5483987322213336,0.3246266429247411
912694,61,0.4688962248491803,0.5430168664225364,0.2670432690668518
908096,49,0.40151734256530613,0.5137044943264477,0.33278777475575466
957181,50,0.439732780494,0.5500336501223828,0.3225437579550595
936016,50,0.420354652702,0.5210944214168217,0.33526687878104755
906919,51,0.43914750979803924,0.5358124864613756,0.3167694482194922
999671,51,0.42835740482941176,0.5341312459101606,0.3164209754034639
911503,50,0.407542133482,0.5159809388899055,0.3393091154441369
985773,54,0.43001812918148147,0.49579296437033454,0.3374934316156333
930555,52,0.45031072550384615,0.5449304971548923,0.3234375564436129
974317,50,0.40254186634,0.5321124808191019,0.3321627415176062
970864,51,0.42805107902941175,0.5517231561572761,0.3084013017666187
900759,54,0.4630045715592593,0.5183410080609112,0.33272336245717643
956175,50,0.42097936634,0.5457610330061635,0.32817144434887696
946326,50,0.421612095842,0.5428169223008166,0.31495022265103223
909168,56,0.4580473729696429,0.46989330055162026,0.3457591117024666
993332,50,0.440670280494,0.5504403231961884,0.3223317384751099
924348,53,0.4242732571264151,0.4976434376067003,0.33935289282352155
905925,50,0.423496875782,0.5244907890978857,0.3226669117504638
978403,51,0.4516375298960784,0.5555933775069715,0.3159017872599893
900894,50,0.420354652702,0.5210944214168217,0.33526687878104755
964542,51,0.42835740482941176,0.5341312459101606,0.3164209754034639
922084,50,0.432073230818,0.532330561276763,0.3347499506253449
962649,50,0.412228202894,0.5328392772886217,0.3286845931439594
950666,54,0.4207588699222222,0.48913565158447336,0.33818735576303227
936924,54,0.4627152197074074,0.5181659310702639,0.33275495077385353
991304,50,0.42097936634,0.5457610330061635,0.32817144434887696
935733,51,0.41824715746078434,0.5459429371820943,0.30970948822680094
906040,53,0.41985110518490565,0.5001903719564775,0.33533401014794856
974228,50,0.430982131994,0.5483987322213336,0.3246266429247411
912714,61,0.4683839297672131,0.5427708497160749,0.26708713576436
909142,49,0.40151734256530613,0.5137044943264477,0.33278777475575466
958227,50,0.439732780494,0.5500336501223828,0.3225437579550595
937062,50,0.417542152702,0.5193461509623887,0.3357369675744112
909048,51,0.43914750979803924,0.5358124864613756,0.3167694482194922
943292,51,0.4510247847980392,0.5552636261150427,0.3159934942816408
