am_sid,comname,kingdom,phylum,class,order,family,iucn_sid,am_sciname,sciname
slb-132722,hollow green nori,plantae,chlorophyta,ulvophyceae,ulvales,ulvaceae,NA,ulva intestinalis,ulva intestinalis
slb-133119,,plantae,rhodophyta,florideophyceae,gelidiales,gelidiaceae,NA,gelidium pusillum,gelidium pusillum
slb-133812,irish moss,plantae,rhodophyta,florideophyceae,gigartinales,gigartinaceae,NA,chondrus crispus,chondrus crispus
slb-134854,floating chaetomorpha,plantae,chlorophyta,ulvophyceae,cladophorales,cladophoraceae,NA,chaetomorpha linum,chaetomorpha linum
slb-135183,,plantae,chlorophyta,bryopsidophyceae,bryopsidales,derbesiaceae,NA,derbesia marina,derbesia marina
slb-138599,plocamium,plantae,rhodophyta,florideophyceae,plocamiales,plocamiaceae,NA,plocamium cartilagineum,plocamium cartilagineum
slb-140653,,plantae,rhodophyta,rhodellophyceae,stylonematales,stylonemataceae,NA,stylonema alsidii,stylonema alsidii
slb-140804,,plantae,rhodophyta,compsopogonophyceae,erythropeltidales,erythrotrichiaceae,NA,erythrotrichia carnea,erythrotrichia carnea
slb-141400,iridea,plantae,rhodophyta,florideophyceae,gigartinales,gigartinaceae,NA,iridaea cordata,iridaea cordata
slb-143238,sea lettuce,plantae,chlorophyta,ulvophyceae,ulvales,ulvaceae,NA,ulva lactuca,ulva lactuca
w-oli-475801,,animalia,annelida,clitellata,haplotaxida,tubificidae,NA,limnodriloides barnardi,limnodriloides barnardi
slb-145429,giant kelp,chromista,ochrophyta,phaeophyceae,laminariales,lessoniaceae,NA,macrocystis pyrifera,macrocystis pyrifera
slb-147286,bright green nori,plantae,chlorophyta,ulvophyceae,ulvales,ulvaceae,NA,ulva clathrata,ulva clathrata
w-iso-118204,shrimp parasitic isopod,animalia,arthropoda,malacostraca,isopoda,bopyridae,NA,bopyroides hippolytes,bopyroides hippolytes
slb-153747,,plantae,rhodophyta,florideophyceae,gigartinales,dumontiaceae,NA,pikea californica,pikea californica
slb-154005,,plantae,rhodophyta,florideophyceae,ceramiales,dasyaceae,NA,grateloupia doryphora,grateloupia doryphora
w-por-157411,yellow boring sponge,animalia,porifera,demospongiae,hadromerida,clionaidae,NA,pione vastifica,pione vastifica
slb-155762,,animalia,arthropoda,malacostraca,decapoda,parapaguridae,NA,sympagurus planimanus,sympagurus planimanus
slb-155763,,animalia,arthropoda,malacostraca,decapoda,parapaguridae,NA,sympagurus trispinosus,sympagurus trispinosus
w-iso-119034,,animalia,arthropoda,malacostraca,isopoda,chaetiliidae,NA,saduria entomon,saduria entomon
slb-169837,,animalia,echinodermata,ophiuroidea,ophiurida,ophiothrichidae,NA,ophiothrix koreana,ophiothrix koreana
chn-f41af29f-5e40-4cb4-8862-220e6e64b329,,animalia,arthropoda,malacostraca,decapoda,paguridae,NA,michelopagurus limatulus,michelopagurus limatulus
w-msc-141692,,animalia,mollusca,bivalvia,veneroida,vesicomyidae,NA,isorropodon perplexum,isorropodon perplexum
w-hyd-117914,,animalia,cnidaria,hydrozoa,leptothecata,sertulariidae,NA,sertularia distans,sertularella distans
w-pol-130871,,animalia,annelida,polychaeta,canalipalpata,sabellidae,NA,bispira crassicornis,bispira crassicornis
slb-173556,,animalia,arthropoda,malacostraca,decapoda,polychelidae,185064,stereomastis auriculata,stereomastis auriculata
w-pol-131116,,animalia,annelida,polychaeta,canalipalpata,spionidae,NA,dipolydora caulleryi,dipolydora caulleryi
slb-174025,,animalia,annelida,polychaeta,not assigned,paraonidae,NA,aricidea lopezi,aricidea lopezi
w-bry-470797,,animalia,bryozoa,gymnolaemata,cyclostomata,diastoporidae,NA,diplosolen obelium,diplosolen obelium
w-ech-160784,,animalia,echinodermata,echinoidea,cidaroida,ctenocidaridae,NA,aporocidaris milleri,aporocidaris milleri
