cell_id,n_fe,fv_wt_mean_impact,fv_wt_sd_impact
400093,49,1.7657403413726027e-8,1.1275450595343521e-5
444814,49,2.0658670007895476e-8,1.3092289523099308e-5
406490,48,1.9256249213676982e-8,1.207880680835984e-5
412905,49,2.1111491753458234e-8,1.337925079181367e-5
419339,47,2.407050724074473e-8,1.4620053741211978e-5
426703,48,1.763569327152283e-8,1.1062402944662368e-5
433120,49,2.0658670007895476e-8,1.3092289523099308e-5
438528,48,2.600765306077181e-8,1.6302285857840424e-5
401265,49,2.265616065704307e-8,1.457506339821984e-5
414080,49,2.515136857094245e-8,1.6019658222373315e-5
427881,48,2.5841391293394116e-8,1.603947043004629e-5
440558,49,2.0205836208135027e-8,1.2805323229444499e-5
403325,47,2.1584692573227236e-8,1.325516606530101e-5
416152,49,2.265616065704307e-8,1.457506339821984e-5
429964,47,2.5309356199956417e-8,1.5372505129685555e-5
441705,48,2.5841391293394116e-8,1.603947043004629e-5
404487,49,2.4704412696159263e-8,1.5734971575729133e-5
418225,49,2.0432259135114104e-8,1.2948809858070102e-5
431128,50,2.6940619199640898e-8,1.7229402613154005e-5
443738,48,2.0645456262597254e-8,1.2950144604905029e-5
406550,49,2.1118654381106107e-8,1.3586100508760348e-5
419395,49,2.6273897328629134e-8,1.6734654124918845e-5
433172,48,2.3945733510611507e-8,1.4862845767577543e-5
444887,48,2.5603676284701516e-8,1.589192049748617e-5
408614,48,1.8561052903520754e-8,1.1642777547219596e-5
421473,48,2.465645375944823e-8,1.5303982710730867e-5
434315,50,2.6940619199640898e-8,1.7229402613154005e-5
446036,50,2.7897350166081417e-8,1.7751937442407544e-5
409778,49,2.1778466725915062e-8,1.4010430723350988e-5
423552,49,2.1111491753458234e-8,1.337925079181367e-5
436339,47,2.3822993779260986e-8,1.4469720784071534e-5
448074,48,2.465645375944823e-8,1.5303982710730867e-5
411847,49,1.9979425664345106e-8,1.2661845173245246e-5
424724,49,2.6273897328629134e-8,1.6734654124918845e-5
437483,48,2.6472188932092145e-8,1.6593477922948133e-5
400205,49,2.2875581299024797e-8,1.4716220882528938e-5
449226,50,2.7383781594865566e-8,1.7512832477895962e-5
413013,49,2.4704412696159263e-8,1.5734971575729133e-5
426807,48,2.5130671044557393e-8,1.5598326914141132e-5
439511,49,2.179188469788374e-8,1.381043255745279e-5
402263,47,2.134283166073132e-8,1.310664771652124e-5
415084,49,2.133807060125795e-8,1.372725310568885e-5
428893,47,2.481431609928169e-8,1.507182637858295e-5
440658,48,2.600765306077181e-8,1.6302285857840424e-5
403425,49,2.4704412696159263e-8,1.5734971575729133e-5
417157,49,2.0432259135114104e-8,1.2948809858070102e-5
430965,48,1.9256249213676982e-8,1.207880680835984e-5
442690,49,2.0205836208135027e-8,1.2805323229444499e-5
405487,49,2.1118654381106107e-8,1.3586100508760348e-5
418325,49,2.4852878189305996e-8,1.59881946973003e-5
432122,48,2.465645375944823e-8,1.5303982710730867e-5
443838,48,2.5841391293394116e-8,1.603947043004629e-5
407550,48,1.8561052903520754e-8,1.1642777547219596e-5
420402,47,2.481431609928169e-8,1.507182637858295e-5
433272,50,2.7672860241372346e-8,1.7609080809618854e-5
445873,49,2.0205836208135027e-8,1.2805323229444499e-5
408714,49,2.265616065704307e-8,1.457506339821984e-5
422481,49,2.0432259135114104e-8,1.2948809858070102e-5
435295,47,2.5309356199956417e-8,1.5372505129685555e-5
447023,48,2.6549699012820293e-8,1.647911999802344e-5
410781,49,1.9979425664345106e-8,1.2661845173245246e-5
423652,49,2.5376563508014435e-8,1.616309571244679e-5
436439,50,2.6717335575158494e-8,1.708659928740244e-5
449063,49,2.0205836208135027e-8,1.2805323229444499e-5
411947,49,2.4704412696159263e-8,1.5734971575729133e-5
425733,48,2.465645375944823e-8,1.5303982710730867e-5
438465,47,2.307918492072403e-8,1.4017955082310608e-5
401202,47,2.134283166073132e-8,1.310664771652124e-5
414017,49,2.133807060125795e-8,1.372725310568885e-5
427818,47,2.3822993779260986e-8,1.4469720784071534e-5
439611,48,2.6240514814512597e-8,1.6448253951132766e-5
402363,49,2.290974472937416e-8,1.459188109537386e-5
416089,49,2.0432259135114104e-8,1.2948809858070102e-5
429901,48,2.0182782772903912e-8,1.2659943666415834e-5
441642,49,2.179188469788374e-8,1.381043255745279e-5
404424,49,2.089923816095426e-8,1.3444948459262626e-5
417257,49,2.4852878189305996e-8,1.59881946973003e-5
431065,48,2.5130671044557393e-8,1.5598326914141132e-5
446135,49,3.4857899450867455e-9,6.094295097336356e-6
420677,49,6.708685258223038e-5,0.0012328804157634202
424886,50,0.0026787187313269917,0.012787631087628976
400464,49,2.6740341130974954e-5,6.894007762951155e-4
429099,56,0.011280126594488245,0.03415099809390942
404732,52,0.0028057136156903178,0.012732751802480284
433326,55,0.006701593531685385,0.025396193684960853
408880,56,0.011124132910408644,0.0337408710774798
436778,60,0.009531860125777513,0.028505801681987866
412324,60,0.009353916983198016,0.028147682093408875
441052,60,0.009620753683429658,0.02868547648881149
416509,152,0.012097364876593903,0.047548931826813856
448315,49,7.587999929255269e-7,1.1438944568951274e-4
423857,49,7.676529619443718e-7,1.1411361577059926e-4
400485,52,0.002854756542028185,0.013099497779635495
432291,56,0.011280126594488245,0.03415099809390942
408897,56,0.011564120001752443,0.035034037876348796
439986,60,0.009620753683429658,0.02868547648881149
416522,61,0.0025927962277214763,0.010888015763948442
449406,52,0.0030997750677000013,0.014668019002791495
424920,49,7.676529619443718e-7,1.1411361577059926e-4
401583,156,0.012365431037584232,0.04802291281847147
433356,56,0.011280126594488245,0.03415099809390942
409951,56,0.011514432945408822,0.03476944635500033
441865,56,0.011280126594488245,0.03415099809390942
417583,61,0.0040217003397054,0.013621885366441796
425985,49,7.676529619443718e-7,1.1411361577059926e-4
402678,152,0.00955254180769385,0.041351562762852796
434419,56,0.011280126594488245,0.03415099809390942
411015,56,0.01167047185367931,0.03518258415799668
442959,50,0.0026644484841416784,0.012927070108533526
418645,152,0.014816566319946444,0.053305327247403674
427049,49,7.676529619443718e-7,1.1411361577059926e-4
403747,61,0.0026489714129120426,0.011092391226613199
435480,56,0.011280126594488245,0.03415099809390942
412079,56,0.01167047185367931,0.03518258415799668
444051,49,7.467226489229098e-7,1.131917868923628e-4
419710,152,0.014816566319946444,0.053305327247403674
428115,49,7.676529619443718e-7,1.1411361577059926e-4
404807,152,0.00955254180769385,0.041351562762852796
436544,56,0.011280126594488245,0.03415099809390942
413146,56,0.01167047185367931,0.03518258415799668
445141,49,7.989585185212442e-7,1.1875848237583577e-4
420777,61,0.0040217003397054,0.013621885366441796
429181,49,7.676529619443718e-7,1.1411361577059926e-4
405870,152,0.011908769590166523,0.04704788614930784
437611,56,0.011280126594488245,0.03415099809390942
414211,56,0.01167047185367931,0.03518258415799668
446234,52,0.0031790155324606215,0.014654110520323296
421840,152,0.014816566319946444,0.053305327247403674
430251,49,1.6267684381168624e-4,0.002120105029884758
406931,152,0.011908769590166523,0.04704788614930784
438687,56,0.011436166767580271,0.034562457179903056
415279,56,0.01167047185367931,0.03518258415799668
447326,64,0.004443017726326505,0.014450481131385461
422904,152,0.012097364876593903,0.047548931826813856
431321,52,0.002955233952424736,0.013599791031155347
407964,64,0.002682478127350168,0.01135165776546033
439772,50,0.002699968388078848,0.01309942433511278
416346,56,0.011564120001752443,0.035034037876348796
448415,61,0.003151904686829993,0.012130319809640454
423966,152,0.012097364876593903,0.047548931826813856
401420,56,0.00655712636490356,0.02525544799217326
432391,52,0.0031023238140451877,0.014297830126276737
408997,52,0.0027769556106242133,0.012741085957340281
440865,49,7.815664160840765e-7,1.1617793859835459e-4
417412,56,0.011486810904615497,0.034828175770996166
449546,60,0.009353916983198016,0.028147682093408875
