cell_id,n_fe,fv_wt_mean_impact,fv_wt_sd_impact
1050694,49,2.8754109348078707e-4,0.002627118192050234
1059316,49,0.003742746134092402,0.020630197971556793
1070934,53,0.009059756032737596,0.042873680511903836
1084798,49,3.6661425991342593e-4,0.003295503158911871
1051878,50,0.0034384089595932486,0.019470847631302832
1061451,49,0.003738513501017496,0.020662515155921823
1073119,49,0.00364837296745913,0.02121404944252621
1088036,49,0.00435059587475609,0.022922060598013057
1053981,49,0.0035349407515694172,0.019575606281449102
1063594,50,0.0038388487425878607,0.021076926533259658
1076279,49,3.395290949757547e-4,0.0031130200722775075
1093302,49,3.937002564385754e-4,0.003480696207412873
1056094,49,0.0035009837995737445,0.019394308944973876
1066690,53,0.009214052334693528,0.04356210296038836
1079459,53,0.009406927948455735,0.04442285116619562
1098629,49,3.8918526590447504e-4,0.0034496604928675656
1058216,49,0.0033264349900552913,0.01973819267978765
1068857,49,0.00364837296745913,0.02121404944252621
1082661,49,3.6210404764939607e-4,0.003264891278520218
1050794,49,0.0035331920000370516,0.019544939635335188
1060347,49,0.0033264349900552913,0.01973819267978765
1071034,49,0.00414279796453241,0.022169865412612604
1085884,49,0.00364837296745913,0.02121404944252621
1052893,49,0.0030751673342396943,0.018303513036354826
1062486,49,0.004038842729652469,0.021454310047236684
1074180,49,0.00364837296745913,0.02121404944252621
1090126,49,3.8918526590447504e-4,0.0034496604928675656
1055001,49,0.003012299925279388,0.01794468401163552
1064633,49,0.00404243620988101,0.021417976487259772
1077346,49,3.6661425991342593e-4,0.003295503158911871
1094408,49,0.00403897782941423,0.022909633878844295
1059224,53,0.00879424594278712,0.041668254443456655
1083717,53,0.009329777702978805,0.04407852318378264
1062534,50,0.003789288076368,0.021148064510470483
1091168,53,0.009676949618696943,0.04562828736086125
1067754,53,0.009214052334693528,0.04356210296038836
1051798,51,0.012068852907811248,0.046005622442414885
1072076,49,0.004235052846807174,0.022357946137482775
1055061,49,0.003568902813522088,0.01975693112381163
1077401,49,0.004235052846807174,0.022357946137482775
1059274,49,0.0032007992143812244,0.019020742440501972
1083767,49,0.003969542771785379,0.022536542813759993
1063521,49,0.003224620236898321,0.018837910367136664
1091218,49,0.00403897782941423,0.022909633878844295
1067804,49,0.004188665339301044,0.022207080856466034
1051848,49,0.0035349407515694172,0.019575606281449102
1073084,53,0.009214052334693528,0.04356210296038836
1051857,49,0.0035331920000370516,0.019544939635335188
1061430,49,0.0037724755630344823,0.0208439115872673
1073098,49,0.0034201826696161806,0.019934223176753602
1088015,49,0.0037461497143668862,0.021762624544285077
1053960,49,0.0030751673342396943,0.018303513036354826
1063573,49,0.00404243620988101,0.021417976487259772
1076258,53,0.009329777702978805,0.04407852318378264
1092277,49,0.00403897782941423,0.022909633878844295
1056073,49,0.0031066010387846275,0.01848295109532553
1066669,53,0.008945965994171657,0.04235702840077652
1078466,49,0.004235052846807174,0.022357946137482775
1097592,49,0.0038439354002429604,0.022311289556776484
1058195,49,0.003012299925279388,0.01794468401163552
1068836,49,0.0032897691186470814,0.019203083587951312
1081660,49,0.004466115514937487,0.02348643716768189
1050773,49,0.0035009837995737445,0.019394308944973876
1060326,49,0.0031267366415558026,0.018289332204903908
1071013,49,0.004273601345092771,0.022546165381663676
1085863,49,3.6661425991342593e-4,0.003295503158911871
1052872,49,0.002861736893886211,0.01704778686372144
1062465,49,0.003224620236898321,0.018837910367136664
1074159,49,0.0032897691186470814,0.019203083587951312
