cell_id,n_fe,fv_wt_mean_impact,fv_wt_sd_impact
450121,48,1.995025995244103e-8,1.2514100385229157e-5
461942,48,2.6240514814512597e-8,1.6448253951132766e-5
474737,50,2.5952966452705963e-8,1.676276574912207e-5
488519,49,2.6815509717148633e-8,1.6982671946671245e-5
451274,48,2.5603676284701516e-8,1.589192049748617e-5
463998,47,2.4566802997453006e-8,1.4921491994810503e-5
476806,48,2.7260419261657016e-8,1.6920270266725467e-5
490603,47,2.580438541442383e-8,1.5673178552077285e-5
453318,49,1.952544326370952e-8,1.2374155289189589e-5
465159,50,2.5952966452705963e-8,1.676276574912207e-5
478877,47,2.456456930311093e-8,1.4920780503093457e-5
491777,50,2.935460300788042e-8,1.8370410806351547e-5
454472,48,2.6549699012820293e-8,1.647911999802344e-5
467218,48,2.607789391346618e-8,1.6186268218866937e-5
480044,49,2.6477903500110116e-8,1.6938754844214525e-5
493864,49,2.7418450215429915e-8,1.7181142694454364e-5
456519,49,2.1339063281312443e-8,1.3523467884287677e-5
468380,50,2.6940619199640898e-8,1.7229402613154005e-5
482119,49,2.5907421752667535e-8,1.640754587700233e-5
495953,49,2.4773752516815304e-8,1.5689558346153883e-5
457675,48,2.6472188932092145e-8,1.6593477922948133e-5
470442,48,2.6240514814512597e-8,1.6448253951132766e-5
484196,47,2.456456930311093e-8,1.4920780503093457e-5
498045,47,2.5556871930960218e-8,1.5522841962731256e-5
459726,49,2.224586709851933e-8,1.4098135223685383e-5
472507,47,2.5309356199956417e-8,1.5372505129685555e-5
485367,49,2.6477903500110116e-8,1.6938754844214525e-5
499224,50,2.9122137461463435e-8,1.822492413598121e-5
460884,48,2.6240514814512597e-8,1.6448253951132766e-5
473672,50,2.5952966452705963e-8,1.676276574912207e-5
487447,49,2.5907421752667535e-8,1.640754587700233e-5
450221,48,2.702391664158495e-8,1.6773470681432798e-5
462938,47,2.5804383122923893e-8,1.567317782218715e-5
475740,48,2.7260419261657016e-8,1.6920270266725467e-5
489529,47,2.5309358447496605e-8,1.537250584557355e-5
452264,49,2.0658670007895476e-8,1.3092289523099308e-5
464098,50,2.6170565095338882e-8,1.6903316468768818e-5
477810,47,2.3820827714493764e-8,1.4469030833864845e-5
490703,50,2.9122137461463435e-8,1.822492413598121e-5
453418,48,2.6472188932092145e-8,1.6593477922948133e-5
466157,48,2.5841391293394116e-8,1.603947043004629e-5
478977,49,2.6477903500110116e-8,1.6938754844214525e-5
492789,48,2.89109963805109e-8,1.773545993788187e-5
455463,49,2.0658670007895476e-8,1.3092289523099308e-5
468217,47,2.332584616062085e-8,1.4168381257035354e-5
481050,49,2.4773752516815304e-8,1.5689558346153883e-5
494877,49,2.4545858719301836e-8,1.5545227316899232e-5
456619,48,2.6240514814512597e-8,1.6448253951132766e-5
469379,48,2.6240514814512597e-8,1.6448253951132766e-5
483126,47,2.456456930311093e-8,1.4920780503093457e-5
496967,47,2.4814318302860963e-8,1.5071827080468515e-5
458669,47,2.407050724074473e-8,1.4620053741211978e-5
471442,47,2.4319289535969256e-8,1.4771157920952109e-5
484296,49,2.558876619447311e-8,1.636992458823551e-5
498145,50,2.7958605997336716e-8,1.749674137520411e-5
459826,48,2.6703863049671694e-8,1.673870223125684e-5
472607,50,2.5952966452705963e-8,1.676276574912207e-5
486375,49,2.4773752516815304e-8,1.5689558346153883e-5
461879,47,2.5309356199956417e-8,1.5372505129685555e-5
474674,48,2.7260419261657016e-8,1.6920270266725467e-5
488456,47,2.4566805179052433e-8,1.4921492689695096e-5
451211,49,2.1339063281312443e-8,1.3523467884287677e-5
463038,50,2.6717335575158494e-8,1.708659928740244e-5
476743,47,2.3820827714493764e-8,1.4469030833864845e-5
489629,50,2.7958605997336716e-8,1.749674137520411e-5
452364,48,2.6240514814512597e-8,1.6448253951132766e-5
465096,48,2.5841391293394116e-8,1.603947043004629e-5
483187,49,2.5907421752667535e-8,1.640754587700233e-5
466253,50,2.7383781594865566e-8,1.7512832477895962e-5
486419,48,2.8668596592377677e-8,1.7586753774668975e-5
451242,47,2.3575480317777247e-8,1.4319388409966165e-5
470358,47,2.456456930311093e-8,1.4920780503093457e-5
489656,50,2.7829210057823698e-8,1.7797712675576274e-5
454423,47,2.481431609928169e-8,1.507182637858295e-5
473571,47,2.5309358447496605e-8,1.537250584557355e-5
493811,49,2.4545858719301836e-8,1.5545227316899232e-5
457609,47,2.407050724074473e-8,1.4620053741211978e-5
493209,61,0.010742031404809284,0.030940127472123758
473916,51,0.0028823992679098374,0.013401001522559863
450518,64,0.004158650316634026,0.01387676513923408
499517,69,0.003487307347362808,0.012628362457136553
480440,61,0.01028908365617195,0.030006087653271063
459958,49,3.4857899450867455e-9,6.094295097336356e-6
487713,49,8.027609578302796e-7,1.1940991696371654e-4
467624,69,0.003973198663916306,0.013737208365929263
494211,69,0.0033759490279515894,0.012394188740806101
474933,49,7.938502314410342e-7,1.1798012763312697e-4
451610,61,0.002789377863943989,0.011611027534336628
481456,69,0.003919981796045883,0.013609610446330836
461044,49,3.6351596663689063e-9,6.313708495528746e-6
488728,49,3.7187574003396206e-9,6.493783341376515e-6
468664,69,0.0022869599177038516,0.010446474519333398
495204,51,0.003177093299215226,0.014023792126669677
475950,49,3.6938735014066385e-9,6.4503225483602905e-6
452743,60,0.009620753683429658,0.02868547648881149
482472,70,0.0025348420602131303,0.01077774389510158
462132,49,3.643978180259113e-9,6.363178970576619e-6
489743,48,3.6205285822474687e-9,6.195398101388439e-6
469685,51,0.002569313235565989,0.012116323023866834
496189,49,7.488724290653776e-7,1.1537298038952841e-4
476966,48,3.672593253658957e-9,6.284503102196595e-6
454622,49,3.3863803427605e-9,5.920472667954088e-6
483488,51,0.0032146182870437102,0.0141947775473418
463220,49,7.799460969646357e-7,1.1591573805759198e-4
490006,61,0.01028908365617195,0.030006087653271063
470702,49,4.521446897454833e-4,0.00416215971973945
497134,50,3.1437258255531644e-8,1.9677040758959757e-5
