cell_id,n_fe,fv_wt_mean_impact,fv_wt_sd_impact
52719,116,0,0
59133,115,0,0
62314,115,0,0
66555,116,0,0
69765,113,0,0
75079,117,0,0
80400,117,0,0
88892,116,0,0
96353,114,0,0
69766,117,0,0
52720,116,0,0
59134,115,0,0
62315,117,0,0
66566,114,0,0
69767,116,0,0
75080,117,0,0
80401,116,0,0
88893,116,0,0
97400,116,0,0
70810,116,0,0
52721,113,0,0
59135,114,0,0
62316,117,0,0
66567,117,0,0
70811,116,0,0
75081,117,0,0
80402,114,0,0
88906,117,0,0
97401,116,0,0
70812,114,0,0
53784,116,0,0
59136,114,0,0
62317,113,0,0
66568,114,0,0
70823,114,0,0
75082,117,0,0
81450,116,0,0
88907,117,0,0
97402,113,0,0
70824,114,0,0
53785,114,0,0
59137,114,0,0
62318,117,0,0
66569,115,0,0
70825,115,0,0
75083,117,0,0
81451,116,0,0
88908,116,0,0
97412,114,0,0
70826,117,0,0
53803,117,0,0
59138,114,0,0
62319,114,0,0
66570,117,0,0
70827,117,0,0
75084,117,0,0
81452,114,0,0
89955,116,0,0
97413,114,0,0
70828,116,0,0
53804,115,0,0
59139,114,0,0
62320,114,0,0
66571,117,0,0
70829,114,0,0
76133,117,0,0
81461,114,0,0
89956,116,0,0
97414,117,0,0
70830,116,0,0
53805,114,0,0
59140,115,0,0
62321,115,0,0
66572,116,0,0
71875,116,0,0
76134,115,0,0
81462,117,0,0
89957,113,0,0
97415,117,0,0
71876,114,0,0
54848,116,0,0
60170,116,0,0
63362,116,0,0
66573,114,0,0
71887,115,0,0
76135,114,0,0
81463,117,0,0
89970,117,0,0
97416,114,0,0
71888,117,0,0
54849,116,0,0
60171,116,0,0
63363,116,0,0
66574,117,0,0
71889,117,0,0
76142,114,0,0
82513,116,0,0
89971,117,0,0
98463,116,0,0
71890,117,0,0
54850,113,0,0
60186,114,0,0
63375,114,0,0
66575,117,0,0
71891,117,0,0
76143,117,0,0
82514,116,0,0
89972,114,0,0
98464,116,0,0
71892,115,0,0
54867,114,0,0
60187,114,0,0
63376,117,0,0
66576,117,0,0
71893,117,0,0
76144,117,0,0
82515,113,0,0
91019,116,0,0
98465,113,0,0
72939,116,0,0
54868,117,0,0
60188,114,0,0
63377,116,0,0
66577,114,0,0
72940,117,0,0
76145,117,0,0
82524,114,0,0
91020,116,0,0
98475,114,0,0
72941,114,0,0
54869,114,0,0
60189,116,0,0
63378,117,0,0
67618,116,0,0
72950,114,0,0
76146,117,0,0
82525,115,0,0
91033,114,0,0
98476,114,0,0
72951,117,0,0
55913,116,0,0
60190,117,0,0
63379,117,0,0
67619,116,0,0
72952,117,0,0
76147,117,0,0
82526,117,0,0
91034,117,0,0
98477,117,0,0
72953,117,0,0
55914,114,0,0
60193,114,0,0
63380,117,0,0
67620,113,0,0
72954,117,0,0
76148,117,0,0
82527,114,0,0
91035,117,0,0
98478,117,0,0
72955,117,0,0
55915,113,0,0
60194,115,0,0
63381,113,0,0
67630,114,0,0
72956,117,0,0
77197,117,0,0
83576,116,0,0
91036,114,0,0
98479,114,0,0
72957,116,0,0
55931,114,0,0
60195,117,0,0
63382,117,0,0
67631,117,0,0
74004,117,0,0
77198,117,0,0
83577,116,0,0
92082,116,0,0
99527,116,0,0
74005,117,0,0
55932,117,0,0
60196,117,0,0
63383,114,0,0
67632,114,0,0
74006,114,0,0
77199,114,0,0
83578,113,0,0
92083,116,0,0
99528,116,0,0
74014,114,0,0
55933,115,0,0
60197,116,0,0
63384,115,0,0
67633,117,0,0
74015,117,0,0
77207,114,0,0
83588,115,0,0
92084,113,0,0
99529,113,0,0
74016,117,0,0
55934,114,0,0
60198,117,0,0
63385,117,0,0
67634,117,0,0
74017,117,0,0
77208,117,0,0
83589,117,0,0
92097,114,0,0
99539,114,0,0
74018,117,0,0
56977,116,0,0
60199,117,0,0
64426,116,0,0
67635,117,0,0
74019,117,0,0
77209,117,0,0
83590,117,0,0
92098,117,0,0
99540,117,0,0
74020,117,0,0
56978,116,0,0
60200,117,0,0
64427,116,0,0
67636,114,0,0
74021,114,0,0
77210,117,0,0
83591,114,0,0
92099,117,0,0
99541,117,0,0
75068,117,0,0
56979,114,0,0
60201,117,0,0
64438,114,0,0
67637,114,0,0
75069,117,0,0
77211,117,0,0
84639,116,0,0
92100,114,0,0
99542,114,0,0
75070,114,0,0
56995,114,0,0
60202,115,0,0
64439,115,0,0
67638,117,0,0
75078,114,0,0
77212,114,0,0
84640,116,0,0
93146,116,0,0
50610,43,0,0
56996,117,0,0
60203,115,0,0
64440,117,0,0
67639,117,0,0
78261,117,0,0
84641,115,0,0
93147,113,0,0
50611,48,0,0
56997,117,0,0
60204,117,0,0
64441,114,0,0
67640,117,0,0
78262,117,0,0
84651,114,0,0
93160,114,0,0
50612,43,0,0
56998,115,0,0
61234,116,0,0
64442,117,0,0
68682,116,0,0
78263,114,0,0
84652,117,0,0
93161,117,0,0
51674,43,0,0
57012,114,0,0
61235,116,0,0
64443,117,0,0
68683,116,0,0
78271,115,0,0
84653,117,0,0
93162,117,0,0
51675,48,0,0
58042,116,0,0
61236,113,0,0
64444,114,0,0
68684,114,0,0
78272,117,0,0
84654,116,0,0
93163,114,0,0
51676,44,0,0
58043,116,0,0
61249,114,0,0
64445,113,0,0
68694,114,0,0
78273,117,0,0
85702,116,0,0
94209,116,0,0
52738,43,0,0
58059,116,0,0
61250,114,0,0
64446,117,0,0
68695,117,0,0
78274,117,0,0
85703,116,0,0
94210,116,0,0
52739,48,0,0
58060,117,0,0
61251,117,0,0
64447,115,0,0
68696,117,0,0
78275,116,0,0
85704,115,0,0
94223,114,0,0
52740,45,0,0
58061,117,0,0
61252,114,0,0
64448,117,0,0
68697,114,0,0
78276,114,0,0
85714,114,0,0
94224,117,0,0
50591,24,0,0
58062,115,0,0
61253,113,0,0
64449,116,0,0
68698,114,0,0
79324,117,0,0
85715,115,0,0
94225,117,0,0
50592,24,0,0
58067,114,0,0
61254,117,0,0
65490,116,0,0
68699,117,0,0
79325,117,0,0
85716,117,0,0
94226,116,0,0
51655,24,0,0
58068,114,0,0
61257,115,0,0
65491,116,0,0
68700,117,0,0
79326,114,0,0
85717,117,0,0
95273,116,0,0
51656,24,0,0
58069,114,0,0
61258,116,0,0
65502,114,0,0
68701,117,0,0
79333,114,0,0
86765,116,0,0
95274,114,0,0
58077,10,0,0
58070,114,0,0
61259,116,0,0
65503,117,0,0
68702,117,0,0
79334,115,0,0
86766,116,0,0
95286,114,0,0
58078,10,0,0
58076,114,0,0
61263,114,0,0
65504,114,0,0
68703,117,0,0
79335,117,0,0
86767,115,0,0
95287,117,0,0
59141,9,0,0
59106,116,0,0
61264,116,0,0
65505,114,0,0
68704,116,0,0
79336,117,0,0
86778,114,0,0
95288,117,0,0
59142,8,0,0
59107,116,0,0
61265,116,0,0
65506,117,0,0
69746,116,0,0
79337,117,0,0
86779,117,0,0
95289,116,0,0
60205,8,0,0
59122,114,0,0
61266,116,0,0
65507,117,0,0
69747,116,0,0
79338,117,0,0
86780,117,0,0
95290,114,0,0
61268,5,0,0
59123,117,0,0
61267,116,0,0
65508,114,0,0
69748,116,0,0
79339,114,0,0
86781,114,0,0
96336,116,0,0
55949,5,0,0
59124,113,0,0
62298,116,0,0
65509,116,0,0
69758,114,0,0
80387,116,0,0
87828,116,0,0
96337,116,0,0
55950,5,0,0
59125,117,0,0
62299,116,0,0
65510,117,0,0
69759,114,0,0
80388,117,0,0
87829,116,0,0
96338,113,0,0
57013,7,0,0
59126,115,0,0
62300,113,0,0
65511,117,0,0
69760,116,0,0
80389,114,0,0
87830,115,0,0
96349,114,0,0
57014,5,0,0
59130,114,0,0
62311,114,0,0
65512,117,0,0
69761,114,0,0
80397,115,0,0
87842,115,0,0
96350,115,0,0
57015,5,0,0
59131,115,0,0
62312,114,0,0
65513,114,0,0
69762,115,0,0
80398,117,0,0
87843,117,0,0
96351,117,0,0
58079,5,0,0
59132,115,0,0
62313,115,0,0
66554,116,0,0
69763,117,0,0
80399,117,0,0
87844,115,0,0
96352,116,0,0
69764,117,0,0
