cell_id,n_fe,fv_wt_mean_impact,fv_wt_sd_impact
1656,44,0,0
29313,19,0,0
2720,48,0,0
30375,24,0,0
3784,46,0,0
30376,24,0,0
4848,43,0,0
30377,19,0,0
38905,43,0,0
31439,24,0,0
39969,43,0,0
31440,24,0,0
39970,48,0,0
32503,24,0,0
39971,44,0,0
32504,24,0,0
41034,48,0,0
33566,21,0,0
41035,45,0,0
33567,24,0,0
42098,45,0,0
33568,24,0,0
42099,48,0,0
34630,21,0,0
43161,43,0,0
34631,24,0,0
43162,48,0,0
34632,24,0,0
43163,47,0,0
35694,21,0,0
44225,43,0,0
35695,24,0,0
44226,48,0,0
35696,20,0,0
44227,43,0,0
36758,24,0,0
45289,43,0,0
36759,24,0,0
45290,48,0,0
36760,19,0,0
45291,43,0,0
37822,24,0,0
46354,48,0,0
37823,22,0,0
46355,45,0,0
38886,24,0,0
46356,43,0,0
38887,19,0,0
47418,48,0,0
39950,24,0,0
47419,48,0,0
39951,22,0,0
47420,43,0,0
41013,24,0,0
48482,48,0,0
41014,24,0,0
48483,48,0,0
41015,19,0,0
48484,43,0,0
42077,24,0,0
49546,48,0,0
42078,24,0,0
49547,48,0,0
42079,19,0,0
49548,43,0,0
43141,24,0,0
1655,19,0,0
43142,24,0,0
2719,21,0,0
43143,19,0,0
3783,21,0,0
44206,24,0,0
4846,24,0,0
44207,19,0,0
4847,24,0,0
45270,24,0,0
5910,24,0,0
45271,21,0,0
5911,24,0,0
46334,24,0,0
6973,21,0,0
46335,24,0,0
6974,24,0,0
47398,24,0,0
6975,19,0,0
47399,24,0,0
8037,24,0,0
48462,24,0,0
8038,22,0,0
48463,24,0,0
9100,21,0,0
48464,19,0,0
9101,24,0,0
49527,24,0,0
10163,21,0,0
49528,21,0,0
10164,24,0,0
10165,19,0,0
11227,24,0,0
11228,23,0,0
12290,21,0,0
12291,24,0,0
12292,19,0,0
13353,21,0,0
13354,24,0,0
13355,19,0,0
14416,24,0,0
14417,24,0,0
14418,24,0,0
14419,19,0,0
15479,24,0,0
15480,24,0,0
15481,24,0,0
15482,19,0,0
16542,24,0,0
16543,24,0,0
16544,22,0,0
16545,19,0,0
17606,24,0,0
17607,24,0,0
17608,19,0,0
18669,24,0,0
18670,24,0,0
18671,24,0,0
19733,24,0,0
19734,24,0,0
19735,19,0,0
20797,24,0,0
20798,24,0,0
21861,24,0,0
21862,19,0,0
22925,24,0,0
22926,19,0,0
23989,24,0,0
23990,20,0,0
25053,24,0,0
25054,20,0,0
26117,24,0,0
26118,21,0,0
27181,24,0,0
27182,21,0,0
27183,19,0,0
28246,24,0,0
28247,21,0,0
28248,19,0,0
29310,24,0,0
29311,24,0,0
29312,21,0,0
