cell_id,n_fe,fv_wt_mean_impact,fv_wt_sd_impact
750355,51,1.8091106869730522e-8,1.5840001017541378e-5
765271,51,1.943055236000123e-8,1.7012826107446975e-5
796181,48,2.4269239497443697e-8,2.0328386416864383e-5
783607,54,0.006464035862374766,0.028857264134662518
771810,49,1.2926080438847107e-9,4.321390816562662e-6
759096,53,0.005482970392439372,0.026185568841475482
793086,49,1.3294998810432872e-9,4.444745403194722e-6
780560,50,0.0015355004571258298,0.007637329280898716
768743,53,0.006299885848565859,0.02849255253625305
755969,52,0.006066961395235052,0.027618210968428106
790004,53,0.006406651876979977,0.028842586711960414
778120,48,1.14336329789728e-8,1.3569099433220353e-5
765617,52,0.006596796092435755,0.02915730222179767
752840,52,0.006694899823568221,0.028796859187657974
799560,54,0.006464035862374766,0.028857264134662518
786934,50,0.0015355004571258298,0.007637329280898716
775095,54,0.0063523390621538145,0.028531174808660326
762491,61,0.018413026490138144,0.05047204160759531
796450,52,0.006922754299520717,0.030265359369830096
784479,48,2.4513378345644864e-8,2.0532886162301517e-5
772079,50,0.0011244848590535425,0.006508162540317289
759992,52,0.004482379478230154,0.02158829587218107
793355,50,0.001499321870244519,0.007574673110067655
781428,52,0.005802114680421869,0.026947039324292352
769639,48,1.189672522537565e-8,1.3953949440976751e-5
757116,52,0.007581837332246478,0.029914111713038538
792246,50,0.0016880366117124543,0.008147907540243615
780584,50,0.0013903389722318951,0.0072185553209606675
769644,50,0.005304803339074525,0.024383627468152556
757121,52,0.007501779359744848,0.029726522007802982
792251,50,0.0016880366117124543,0.008147907540243615
780589,50,0.0012301662559844112,0.006800619160314379
769649,50,0.005312661191990484,0.024401680168716394
757126,52,0.007501779359744848,0.029726522007802982
792256,50,0.0016880366117124543,0.008147907540243615
780594,50,0.0012301662559844112,0.006800619160314379
769654,50,0.005431601358791555,0.02494798643803865
757131,55,0.021185958366889763,0.056557910742093806
792261,50,0.0016880366117124543,0.008147907540243615
780599,50,0.001123675969275818,0.006505781539460097
769659,50,0.005431601358791555,0.02494798643803865
757136,55,0.021185958366889763,0.056557910742093806
792266,50,0.0016499728792340777,0.008017111415601998
780604,50,0.0010532839499407508,0.006329274363662211
769664,50,0.005590188247849548,0.025676394797189073
757141,55,0.02107229231060591,0.05633398786839816
792271,50,0.0016499728792340777,0.008017111415601998
780609,57,0.018848383746402186,0.05311014960272865
