eez,meow,pct,ncell,mean_chi,sdev_chi,mean_fishing,mean_bycatch,mean_shipping,mean_trawl
1,55,54,2676,0.18584637436319715,4.913507264940718e-4,0,0.0010427656223964323,0.003044714833974232,7.208637371367479e-6
1,55,55,2676,0.18777593464127035,6.719060997504146e-4,0,0.001510025507778081,0.004107014870605209,1.3462401538382806e-5
1,55,56,2676,0.19021476126973405,7.151834984050695e-4,0,0.003007109993059842,0.003952068585934955,4.463791717010842e-5
1,55,57,2676,0.1930243646049446,9.48398604941138e-4,0,0.0032154978200280926,0.0047765462918138305,7.200247398023607e-5
1,55,58,2676,0.19678766826677216,0.0012289947571285584,0,0.0030644115068836236,0.00508313045085786,5.926024955614334e-5
1,55,59,2676,0.20560392366530114,0.004634841953355122,0,0.008878062823708862,0.0073461535989824515,1.1245852004103396e-4
1,55,60,2676,0.21666449920924433,0.002042384993724718,0,0.018817910082523558,0.0025577270714460944,5.9300331276328375e-5
1,55,61,2676,0.22286401354945828,0.0017273112667560398,0,0.021736326511419025,0.002666841385494536,9.302589506475578e-5
1,55,62,2676,0.22895571728681058,0.001645700237497868,0,0.02776949796093375,0.002343022699847607,1.2679167810839923e-4
1,55,63,2676,0.2332648356488289,9.788564345165334e-4,0,0.02347109772760397,0.0021389939129354153,1.8474103023869833e-4
1,55,64,2676,0.23640616595611444,8.528890758440714e-4,0,0.023510134683829096,0.0023198164518975447,2.8476685942928137e-4
1,55,65,2676,0.23926730188910023,7.931690370164463e-4,0,0.021714797503376602,0.0023979573146998695,3.5575615459505414e-4
1,55,66,2676,0.24194573984106915,7.239309038819925e-4,0,0.02345505061990542,0.0023277583263843172,4.2356128100329196e-4
1,55,67,2676,0.2443807540998776,6.895748604283077e-4,0,0.026453536435725195,0.002601683886956021,4.915903436393423e-4
1,55,68,2676,0.24667133843061279,6.466161183939365e-4,0,0.029526474199793797,0.0026559851624628895,4.924924243966966e-4
1,55,69,2676,0.2489449165438501,6.685569670816187e-4,0,0.03247985572304613,0.0029897700506707576,6.082913896738514e-4
1,55,70,2676,0.25113740666965734,6.106797636718886e-4,0,0.033407523446566806,0.0030017070568785554,6.559962825768576e-4
1,55,71,2676,0.2534242167133387,6.853585702238382e-4,0,0.034599309140137764,0.0033602221004397715,8.194726240430357e-4
1,55,72,2676,0.25582305641541386,7.074109069388003e-4,0,0.036289834378303985,0.003756430638536456,0.001096587790800666
1,55,73,2676,0.2582247002086476,7.021361527195761e-4,0,0.03680225048963088,0.004208711954617713,0.0013839808614877307
1,55,74,2676,0.2606242155302622,6.868779338313382e-4,0,0.03867562237613391,0.0046103448128868504,0.0014092988358826747
1,55,75,2676,0.26310881973426614,7.363673379912594e-4,0,0.03899645476607956,0.005102777259780824,0.001845757418476668
1,55,76,2676,0.2656486168481488,7.315132405741604e-4,0,0.03963163205408888,0.0053117660860497315,0.0018522335918155321
1,55,77,2676,0.2682976083793804,8.298774301538953e-4,0,0.04053052708657694,0.005937576565150786,0.0021227588414926184
1,55,78,2676,0.2711523182255805,8.202878664724905e-4,0,0.04188254370419545,0.006462272157588313,0.0024724124220573455
1,55,79,2676,0.27403602310315733,8.152358926808944e-4,0,0.04459818139489043,0.006162661860924587,0.002379021513423688
1,55,80,2676,0.27686722683532355,8.980638174780053e-4,0,0.04553313593277093,0.007409548167349626,0.002508745763754256
1,55,81,2676,0.28055594207771867,0.00128125331446078,0,0.04423994933090269,0.01008935401983132,0.0038037817765245916
1,55,82,2676,0.28555231692856914,0.0015334619712399637,0,0.042347137315481724,0.01235618205718615,0.004688517015987667
1,55,83,2676,0.29094413272557595,0.0015480599755248493,0,0.04462267443657477,0.01155215525779081,0.00464139253356174
1,55,84,2676,0.29658053095921627,0.0017102236149912492,0,0.04470432551136518,0.012609829262658223,0.004708314637375438
1,55,85,2676,0.3027238413045581,0.0018726645909477883,0,0.046600517084166806,0.012927111967612103,0.005133152955879738
1,55,86,2676,0.30900680096694705,0.0018035529053939663,0,0.0494303603374024,0.01231013949999883,0.004995324544188925
1,55,87,2676,0.31592675663742426,0.002256767494256865,0,0.05471001777268326,0.013490796041758664,0.005858322286009514
1,55,88,2676,0.3246804936851621,0.0027623258993930634,0,0.05097062296403256,0.015364066353929288,0.00632788596856047
1,55,89,2676,0.3343372197629625,0.002937602013519237,0,0.047528478476712946,0.015390626834434758,0.0061621273203603805
1,55,90,2676,0.34522481322823084,0.0033668939625653076,0,0.04053617526233143,0.014789436268817794,0.0054433041327939646
1,55,91,2676,0.3565915918982795,0.0031862897282002455,0,0.03810263118242005,0.011727260427898376,0.004147191567304051
1,55,92,2676,0.3673911060029794,0.0029252871660132482,0,0.03262810748410371,0.009733363649025781,0.0031855713816850485
1,55,93,2676,0.3766764202259581,0.0023983583332124153,0,0.030897864600244285,0.0070174030112597425,0.0014361229135033682
1,55,94,2676,0.3851923019428959,0.002564125255383864,0,0.035478915781150214,0.007082760358560034,0.0019143480714799153
1,55,95,2676,0.39474155474314954,0.002867724559085082,0,0.03866952104283071,0.008371946552379099,0.0018880096706836223
1,55,96,2676,0.40438254810145796,0.0029400780193131826,0,0.03453348139690734,0.007881583306992632,9.580488819705864e-4
1,55,97,2676,0.41577705515963437,0.0034824500796182007,0,0.03138282480204174,0.008549303514916909,0.0013378345649535902
1,55,98,2676,0.4295097157492766,0.0044856312756620794,0,0.03410177036141211,0.009437174471995753,0.001131308093507067
1,55,99,2676,0.4444903586900644,0.004518394048539865,0,0.037305236109135664,0.010359802376839037,9.025921524364762e-4
1,55,100,2676,0.5019419285592656,0.04963083344308903,0,0.07016744541480402,0.028392008152176525,0.0018977882297721922
1,56,1,111,0.21659549520359384,0.011621049472483632,0,0.011890040759861402,0.001673712490177881,0
1,56,2,111,0.2368747743668857,0.00427647841857569,0,0.008337530563375703,0.0025680550973668907,1.9842181417688324e-5
1,56,3,111,0.24723423413328222,0.0018505763177271387,0,0.007130958344409796,0.0012771168588490884,9.786438641714159e-6
1,56,4,111,0.25382162241248396,0.0019709420276834695,0,0.010900928793047127,0.0031783993314207807,7.404639819543336e-5
1,56,5,111,0.26324234245059724,0.0037615405081171715,0,0.028932100247910566,0.00859021825598173,3.3993989108329606e-4
1,56,6,111,0.2743621629637641,0.00299278084988394,0,0.044388053665013125,0.008473411550824551,1.4237478571353144e-4
1,56,7,111,0.28244144073477734,0.0019091389492928732,0,0.04550400277104665,0.013313641880223577,5.959119696296864e-4
1,56,8,111,0.2883225239074982,0.0014562507912949851,0,0.04625195712857955,0.017961466151121444,6.477387211677384e-4
1,56,9,111,0.29316576483013396,0.0013860023078736783,0,0.045572430893845925,0.019817498973843776,0.0010931661120323682
1,56,10,111,0.29729279473021225,0.0010924298404524054,0,0.04470994297901655,0.025450533873145678,7.869162688563789e-4
1,56,11,111,0.30127026879035673,0.0011085293095597273,0,0.04537644566179396,0.01975128905280701,9.567398316272653e-4
1,56,12,111,0.3051810828415123,0.0012379266845775538,0,0.04385414145895288,0.02296584232373117,0.00105407215447518
1,56,13,111,0.3093936934664443,0.0012718122513448696,0,0.043071608914918194,0.021428505791124923,0.001054590567852207
1,56,14,111,0.3134351370033917,0.0012201077065853402,0,0.046166733802959055,0.021248931528544245,5.090472037933592e-4
1,56,15,111,0.3175495508554819,0.0012544357905832995,0,0.048890966695506834,0.027273869419078185,9.93601332649288e-4
1,56,16,111,0.3217756761623932,0.0011600331548074158,0,0.04669864785433789,0.02967128361408024,0.0010459337273287757
1,56,17,111,0.32589909863901567,0.001146812928858097,0,0.04981416331495049,0.024824858829946082,8.53355151398851e-4
1,56,18,110,0.3301072738387368,0.0013024847444140747,0,0.0522894569513896,0.025552940282622415,0.001008632857999394
1,56,19,110,0.3345290926369754,0.0012375868912303993,0,0.056145875282924286,0.03524870019189786,0.001420702186376068
1,56,20,110,0.33928727317940105,0.0014906513050569107,0,0.051586294309659435,0.026588902250196868,0.0012132420166070998
1,56,21,110,0.3447336359457536,0.00155305187929747,0,0.04941353223032572,0.029919942283066287,0.0016110105553459354
1,56,22,110,0.349786363677545,0.0012597144046163804,0,0.052912590246308934,0.03238120725636691,7.682007870740067e-4
1,56,23,110,0.35444181886586273,0.001328472751029636,0,0.05393013281070373,0.021737253929826363,9.582666798926518e-4
1,56,24,110,0.3586381822824478,0.0011811200144918915,0,0.05002616442401301,0.024162643441906603,0.0019488778633227743
1,56,25,110,0.3633545455607501,0.0016170900354027583,0,0.05216375035657124,0.03388192326079165,0.001224762682779163
1,56,26,110,0.36861000142314215,0.0015503153984985317,0,0.053491464494304225,0.03744410230843972,9.805059519501149e-4
1,56,27,110,0.3739299996332689,0.001453156858451264,0,0.05225368441844529,0.031958764668789545,0.001926286062949988
1,56,28,110,0.37858000126751984,0.0012597358656836254,0,0.052357807484540074,0.03448067241151048,0.0013716070364105028
1,56,29,110,0.38274818089875307,0.001212604121675551,0,0.049799447845328935,0.03800106455197568,0.0016421279137086293
1,56,30,110,0.3869909102266485,0.0011665483279182515,0,0.05602308345789259,0.03543976204236969,0.0025970617888250755
1,56,31,110,0.3904627268964594,9.998032461014013e-4,0,0.056451928920366545,0.03983601773321756,0.0020727673536302146
1,56,32,110,0.3938063632358204,0.0010312790882904745,0,0.04933962547643618,0.03857464970166224,0.0011170645004974424
1,56,33,110,0.3973990895531394,0.0010179546106568063,0,0.053883180394768714,0.02957017109941014,0.0019350348879181019
1,56,34,110,0.40098454600030725,0.0010039536599600232,0,0.05569149467416785,0.024902267528556298,8.78630124828884e-4
1,56,35,110,0.404132727059451,8.202828621857015e-4,0,0.05587646295739846,0.025176416585203365,0.0013095554899337004
1,56,36,110,0.4073481803590601,9.932533722270091e-4,0,0.057353263517672365,0.03762582474256223,0.0033329288200051946
1,56,37,110,0.410404545339671,8.429276254296204e-4,0,0.0514289492233233,0.026640668702781443,0.0018330129654548894
1,56,38,110,0.41348636502569375,0.0010342293965032957,0,0.048967230421575636,0.028064189003601893,0.0016039824414416546
1,56,39,110,0.41658636358651246,9.135541140757547e-4,0,0.05618657930330797,0.026296020051731005,0.0015449653513645567
1,56,40,110,0.4196272730827332,7.825978276953945e-4,0,0.04546541693535718,0.01962853233888547,0.0015269976662569786
1,56,41,110,0.4223445485938679,7.400223830210505e-4,0,0.048313145542686634,0.0313385840851631,0.0032822437865847446
1,56,42,110,0.4249018162488937,8.191482002984071e-4,0,0.054227524386210875,0.01878725785890393,0.002134035900433611
1,56,43,110,0.42761181701313367,8.782510875327959e-4,0,0.052891635793176565,0.024173230709030494,0.0013809936033133206
1,56,44,110,0.43048272756013,7.063083167576117e-4,0,0.048797336474738336,0.031578449532075455,8.825182817262926e-4
1,56,45,110,0.4330218182368712,7.323916610205112e-4,0,0.052071246013722636,0.024500448290465018,7.230800632731354e-4
1,56,46,110,0.4357163635167209,7.864132114471573e-4,0,0.05243048696694049,0.028735941208709516,0.0013299307738634525
1,56,47,110,0.43829363665797494,6.472641898001763e-4,0,0.05434388093311678,0.024495742644185983,0.0025837211748776924
1,56,48,110,0.4406009102409536,6.142786876655897e-4,0,0.052393120459534905,0.02319080794716435,0.0024964234542990613
1,56,49,110,0.4431236367334019,8.011379501486673e-4,0,0.054071086340329866,0.024637987742078787,0.002082065082496146
1,56,50,110,0.4458236361091787,7.660148381178499e-4,0,0.052666027115827255,0.024115254341053185,0.0011905272617003572
1,56,51,110,0.4488281824372031,8.900211083152146e-4,0,0.048387024077502165,0.022282904032379685,9.249777663419743e-4
1,56,52,110,0.4516999992457303,7.835454572176857e-4,0,0.05364797040820122,0.02778807376863287,5.190349456494336e-4
1,56,53,110,0.45428636372089387,6.562998645369476e-4,0,0.05173659317872741,0.028631480384203975,0.0014951630670773078
1,56,54,110,0.45684727294878524,8.107882240486824e-4,0,0.05513644374229691,0.02667951137389702,0.001213361403295659
1,56,55,110,0.45983636406334966,8.141769219463569e-4,0,0.054990648867731744,0.027880977919928475,0.0011569373109854165
1,56,56,110,0.4626709068363363,8.351619950837056e-4,0,0.050739595378664404,0.029677494490666007,0.00175575484694367
1,56,57,110,0.46564727235924114,9.161871129302351e-4,0,0.0602662446315993,0.02850945478099179,0.0020664767998823663
1,56,58,110,0.4687427282333374,9.49693218525184e-4,0,0.051155913485722106,0.033976906514395853,0.002150456034401445
1,56,59,110,0.4720954559066079,9.197511568756568e-4,0,0.06068779050626538,0.02831131191603411,0.0015903609589589575
1,56,60,110,0.4754600010134957,0.0010965530011650536,0,0.0590361959385601,0.03183707409701707,0.002110105513206277
1,56,61,110,0.4790799997069619,0.0011203534276763418,0,0.06199365010993047,0.04430589657710119,0.002502432582135002
1,56,62,110,0.4834027282216332,0.0011401316827620368,0,0.06222654794427482,0.03359608308082071,0.0017526616596300797
1,56,63,110,0.4876436374404214,0.0014587626443513361,0,0.06621513722295111,0.03899301507520828,0.00393521346246747
1,56,64,110,0.4923990926959298,0.0012828806008534446,0,0.059142869109795854,0.039950918182479325,0.0013292787723540559
1,56,65,110,0.49701090888543564,0.0012733227715236563,0,0.06762566337869926,0.033400653416306755,0.0020085530333744826
1,56,66,110,0.5012490892952138,0.001248393219463907,0,0.06247102293101224,0.039500325490379594,0.0011470834286187296
1,56,67,110,0.5056772752241655,0.0014263356390108977,0,0.05921034503050826,0.04549893189885717,0.0015747253417595691
1,56,68,110,0.510437271269885,0.0015265149567719606,0,0.06525135040283203,0.03049938796096037,9.954650052825607e-4
1,56,69,110,0.5155372722582383,0.0015162657755117695,0,0.06539186433973637,0.042525170465234456,6.845677082558475e-4
1,56,70,110,0.5206063611940904,0.0013073025083410635,0,0.07620019447058439,0.04378665257906753,0.0027800896410057744
1,56,71,110,0.5251709098165686,0.0013398194187683912,0,0.0735580891201442,0.0344221149915029,0.0017055124547864992
1,56,72,110,0.5294163638895208,0.001215989560062177,0,0.07680968980897557,0.041229816584613714,0.002066155658018364
1,56,73,110,0.5343518175862052,0.0016132873150518057,0,0.06284083043309775,0.0410972900865917,0.0017250448409785431
1,56,74,110,0.5394590908830816,0.001323834963006309,0,0.05581292085010897,0.043766792375721376,0.0015477903260861323
1,56,75,110,0.5444118201732635,0.0014828507766398804,0,0.054898412085392256,0.040005858480567855,0.002069341732165371
1,56,76,110,0.5495572718706998,0.0017135993315184992,0,0.06522502741691741,0.04865002448140413,0.0034864603512356884
1,56,77,110,0.5560972701419483,0.0017890801348521717,0,0.06659628555855968,0.041840319927392886,0.0021288919057269595
1,56,78,110,0.5621900000355461,0.0017615131030419109,0,0.07436777018010617,0.0460726029670034,0.002074156791687446
1,56,79,110,0.5683945428241383,0.001907147882997661,0,0.06924478416754441,0.05865723916988579,0.0018547439383217517
1,56,80,110,0.5751099960370497,0.001938690680346767,0,0.07066309568895535,0.05777692613800437,0.0012796505880363507
1,56,81,110,0.5815181818875399,0.0019360021498192053,0,0.0911450771106915,0.053192364815119866,0.001715878434548689
1,56,82,110,0.5897445445710963,0.0025638490243705225,0,0.08995756360448219,0.04331605096646275,0.0023584671058746276
1,56,83,110,0.5973954542116685,0.002127083185041008,0,0.09364588892256671,0.05265792126012291,0.0012233282086196017
1,56,84,110,0.604899091612209,0.0021257070487222625,0,0.06917693123898723,0.05731066087028012,0.0017146649267033355
1,56,85,110,0.6121009062636983,0.0022743297003710323,0,0.06774399035017599,0.042163199991409786,0.0024274453793829954
1,56,86,110,0.6221554523164575,0.00316930852020465,0,0.07673175876790828,0.054775324803036214,0.0020982431010534955
1,56,87,110,0.633608181368221,0.003450173457909028,0,0.07992475058206103,0.05721159076825147,0.0032179568538284993
1,56,88,110,0.6499618205157194,0.005392431430412674,0,0.08212008091875098,0.06101999772254203,0.0014204424732848896
1,56,89,110,0.6667463643984362,0.004707937712221333,0,0.09953461248766292,0.08486982119619907,2.6989411557927024e-4
1,56,90,110,0.6834990891543302,0.005804038512470773,0,0.10241217582740567,0.094237029649478,1.953720575184806e-4
1,56,91,110,0.708865455605767,0.0090937270635434,0,0.10100287988104603,0.1108067109479717,2.4929176410172326e-4
1,56,92,110,0.7366781803694639,0.007064479385581286,0,0.10951316913759167,0.07730072149100703,2.4796852451862086e-4
1,56,93,110,0.75907182097435,0.00574936926511597,0,0.08946723783896728,0.08963574721631383,4.7931972396988634e-4
1,56,94,110,0.7778981831940738,0.005880679435885967,0,0.07315752157433467,0.059418779675301764,4.616143987070907e-4
1,56,95,110,0.8003963627598503,0.007260837702384499,0,0.07443359252065421,0.07997894555512837,5.437247966586835e-4
1,56,96,110,0.832745454528115,0.010726194305228006,0,0.10139232303269885,0.0974008306409153,9.985371713727628e-4
1,56,97,110,0.8666509075598283,0.008895886624747202,0,0.13010756806893783,0.15196183739515784,8.471997972182263e-4
1,56,98,110,0.9257636384530501,0.02653518050737539,0,0.082291947491467,0.06479745784474124,9.177439569281309e-4
1,56,99,110,1.0331109084866263,0.021153496122590414,0,0.07498905240473422,0.037391975869699806,7.403110013745556e-5
1,56,100,110,1.1277381831949407,0.0630310554922524,0,0.1252273361791264,0.05033213094972201,5.913089686972936e-4
1,57,1,1049,0.13018293643247753,0.002775596779694236,0,1.6109855286022373e-4,0.001175407194934539,0
1,57,2,1049,0.13588465233151406,7.676317721471537e-4,0,1.1507400219554276e-4,0.001072545346377158,0
1,57,3,1049,0.13822897988858965,6.891190128737367e-4,0,1.185552298354978e-4,0.0013559351570765284,0
1,57,4,1049,0.1405075310922101,6.650264819126361e-4,0,1.3048014407974608e-4,0.0015785536708237307,0
1,57,5,1049,0.14237502468723245,4.190442147342977e-4,0,1.4199750103406161e-4,0.0013818344085838828,0
1,57,6,1049,0.14361220163544436,3.072047481317055e-4,0,1.3697945808107466e-4,0.0012015713139679237,0
1,57,7,1049,0.14456329910214227,2.5958235510656336e-4,0,1.5020520925477992e-4,0.0011464695185441347,0
1,57,8,1049,0.1453997139225015,2.2839878319984975e-4,0,1.6325322319846462e-4,0.0012600790869744358,0
1,57,9,1049,0.14610114351298492,1.90619511417883e-4,0,1.8200172344337543e-4,7.776145372551189e-4,0
1,57,10,1049,0.14675052294967514,1.9488177302902525e-4,0,1.7641022395027635e-4,0.0010784215541488143,0
1,57,11,1049,0.14742211649483788,1.953310660361394e-4,0,1.6604084689808086e-4,0.0012265133643118208,3.7444640906284377e-6
1,57,12,1049,0.14804242397911554,1.678423050637792e-4,0,1.8659741035350466e-4,0.0011558465070841506,0
1,57,13,1049,0.14862335333378685,1.631003217679567e-4,0,2.2046523505517754e-4,0.001074506481649218,0
1,57,14,1049,0.14917817113794976,1.6579947046171584e-4,0,2.5831636949503366e-4,0.001438003023314508,0
1,57,15,1049,0.14972993465863146,1.5599030679507288e-4,0,2.630262516852658e-4,0.0013215084613012985,1.5157044580353543e-9
1,57,16,1049,0.1502499493732125,1.579401835386793e-4,0,2.722234039630969e-4,0.001231585845986884,0
1,57,17,1049,0.15080753227321164,1.613098358395334e-4,0,2.671413097479821e-4,0.0016280418454521649,0
1,57,18,1049,0.15136558554704355,1.618965435721955e-4,0,2.652568019488448e-4,0.0014700321290496282,0
1,57,19,1049,0.15190438457451286,1.5487828497106555e-4,0,2.7498868688454934e-4,0.0018156183792369422,0
1,57,20,1049,0.1524502410561386,1.608166123788057e-4,0,2.7288834508557263e-4,0.0017226666550171175,0
1,57,21,1049,0.15298560325649377,1.633761606022189e-4,0,2.6625563137949515e-4,0.0017748016016377612,0
1,57,22,1049,0.15355567372731643,1.675135488696678e-4,0,2.5519474890244064e-4,0.002043857802175255,1.537056016624533e-9
1,57,23,1049,0.15415834288181182,1.7201763672015084e-4,0,2.776720357108343e-4,0.0023761246136284773,5.990836779996256e-6
1,57,24,1049,0.15477692782594774,1.8012629971205757e-4,0,2.876319704429661e-4,0.002166107761278425,3.074112033249066e-9
1,57,25,1049,0.1553708287479766,1.66938383845506e-4,0,2.5835373323585735e-4,0.0024028679777114027,3.074112033249066e-9
1,57,26,1049,0.155931651251332,1.580237350536234e-4,0,2.6893036540943173e-4,0.002143933158859294,7.685280083122666e-9
1,57,27,1049,0.15642954936132075,1.406898084142032e-4,0,2.4345498688732226e-4,0.002192950254086448,6.148224066498132e-9
1,57,28,1049,0.15691211027003563,1.3964507043126196e-4,0,2.2319346846703857e-4,0.0022282643249933753,0
1,57,29,1049,0.15741477334237985,1.5139864975288454e-4,0,2.290867081809179e-4,0.002184570119615931,1.3666466764523482e-5
1,57,30,1049,0.15794938223150598,1.611064724435943e-4,0,2.4549113429325525e-4,0.0028600594570969136,0
1,57,31,1049,0.15849285104708857,1.6204003925523666e-4,0,2.548956183801438e-4,0.002689584369296102,0
1,57,32,1049,0.1590647256380041,1.724182088492799e-4,0,2.4563530866669454e-4,0.003066330001804508,0
1,57,33,1049,0.1596631079315571,1.6998304405610034e-4,0,3.109611021898922e-4,0.00318288925611343,1.5245281389379097e-9
1,57,34,1049,0.16023203085671162,0.00015624604172414733,0,3.720376824354637e-4,0.003054165870732224,0
1,57,35,1049,0.16082106631522639,1.7911964482841328e-4,0,4.946672445586628e-4,0.0031120113146679207,3.8391536249742764e-7
1,57,36,1049,0.1614055309100192,1.6659842152736578e-4,0,6.771912744207506e-4,0.0031399547677451677,2.942339342830612e-7
1,57,37,1049,0.1619743565727803,1.6514265825986893e-4,0,6.703764356184144e-4,0.0031388353919682655,3.5987099687845953e-7
1,57,38,1049,0.1624964730471401,1.4106928953612773e-4,0,7.904298241839537e-4,0.002929705767009476,1.5347848809035664e-9
